"","X","taxon","sample.id","count","depth","thickness","age.older","age","age.younger","chronology.name","age.type","chronology.id","dataset.id","unit.name","site.id","site.name","long","lat","elev","description","long.acc","lat.acc","dataset.name","collection.type","collection.handle","dataset.type","ContactID","ContactName","submission.date","submission.type","genus","species","family","phylum","ne_10m_adm","ScaleRank","LabelRank","FeatureCla","OID_","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","ADM0_A3","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","NAME","ABBREV","POSTAL","NAME_FORMA","TERR_","NAME_SORT","MAP_COLOR","POP_EST","GDP_MD_EST","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","ISO3","LON","LAT","ISO3.1","ADMIN.1","REGION","continent","GEO3major","GEO3","IMAGE24","GLOCAF","Stern","SRESmajor","SRES","GBD","AVOIDnumeric","AVOIDname","LDC","SID","LLDC"
"30188",30188,"Alnus",391959,12,255,NA,NA,1593,NA,"C14 BP","Radiocarbon years BP",29620,45395,NA,26148,"Vällamäe",27.069167,57.737222,250,"Small mire. Physiography: Glaciokarstic kettle hole in Upland. Surrounding vegetation: Forest Pinus sylv. meadows and mires.",0,0,"EPD E# 2566","Core","VALL3","pollen",1125,"Koff, Tiuu","2019-08-02","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","EST",1,2,"Adm-0 country",128,"Estonia","EST",0,2,"Sovereign country","Estonia","EST",0,"Estonia","EST",0,"Estonia","EST","Estonia","Est.","EST","Republic of Estonia",NA,"Estonia",10,1299371,27410,0,"EE","EST",233,"EST",25.8316012321046,58.6840076432827,"EST","Estonia","Europe","Eurasia","Europe","Central Europe","Central Europe","Europe","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",25,"Europe","other","other","other"
"30213",30213,"Alnus",383922,93,290,NA,NA,755,NA,"Cal BP","Radiocarbon years BP",29430,45118,NA,26030,"Moyreen",-9.183333,52.533333,120,"Small blanket bog. Physiography: Depression in loawland. Surrounding vegetation: Cultivated fields and forest.",0,0,"EPD E# 2373","Core","MOYREEN","pollen",15624,"Plunkett, Gill","2019-07-19","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","IRL",1,2,"Adm-0 country",151,"Ireland","IRL",0,2,"Sovereign country","Ireland","IRL",0,"Ireland","IRL",0,"Ireland","IRL","Ireland","Ire.","IRL",NA,NA,"Ireland",2,4203200,188400,0,"IE","IRL",372,"IRL",-8.13763988410812,53.1763487137152,"IRL","Ireland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"30256",30256,"Alnus",264873,208,0.25,NA,NA,1,NA,"Cal yr BP","Calibrated radiocarbon years BP",15607,25761,NA,16472,"Grünau Moor",11.18726,47.00177,2192,"Mire. Physiography: Just outside post-glacial moraines. Surrounding vegetation: Alpine grassland. Vegetation formation: Subalpine shrub zone.",0.0168199999999992,0.0121199999999959,"EPD E# 1199","Core","GRUENAUM","pollen",8767,"Bortenschlager, Sigmar","2018-04-06","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","AUT",1,2,"Adm-0 country",86,"Austria","AUT",0,2,"Sovereign country","Austria","AUT",0,"Austria","AUT",0,"Austria","AUT","Austria","Aust.","A","Republic of Austria",NA,"Austria",4,8210281,329500,0,"AT","AUT",40,"AUT",14.1306728890486,47.5856569231215,"AUT","Austria","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"30376",30376,"Alnus",416678,6,12.5,NA,NA,306,NA,"EPD default","Radiocarbon years BP",30928,4448,NA,3434,"Mire Sosvyatskoe",32,56.2,175,"Mire. Physiography: depression of late Pleistocene glacial. Surrounding vegetation: pine forest with small shrubs + Sphagnum.",0,0,"EPD E# 617","Core","SOSVIATS","pollen",1081,"Gunova, Valentina S.","2019-10-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","RUS",1,2,"Adm-0 country",214,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS","Russia","Rus.","RUS","Russian Federation",NA,"Russia",7,140041247,2266000,0,"RU","RUS",643,"RUS",99.0658127547977,61.6613564597895,"RUS","Russia","Europe","Eurasia","Europe","Eastern Europe","Russia+","Russia","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",3,"Russia","other","other","other"
"30378",30378,"Alnus",256433,47,55,NA,NA,3408,NA,"C14 BP","Radiocarbon years BP",15112,25003,NA,16173,"Tourbière de Mur de Sologne",1.60888888888889,47.4116666666667,115,"Bog. Physiography: bassin. Surrounding vegetation: cultivated fields.",0,0,"MURSOLOG","Core","MURSOLOG","pollen",10126,"Planchais, Nadine","2018-02-23","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"30476",30476,"Alnus",237416,15,0,NA,NA,NA,NA,"No chronology",NA,NA,24130,NA,15721,"Teplice nad Metují",16.18415,50.58548,470,"Bottom of former fish pond. Physiography: Valley. Surrounding vegetation: Cultivated fields and forest.",0,0,"EPD E# 1520","Section","TEPLICE","pollen",9834,"Peichlová, Marie","2017-12-02","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CZE",1,5,"Adm-0 country",117,"Czech Republic","CZE",0,2,"Sovereign country","Czech Republic","CZE",0,"Czech Republic","CZE",0,"Czech Republic","CZE","Czech Rep.","Cz. Rep.","CZ","Czech Republic",NA,"Czech Republic",6,10211904,265200,0,"CZ","CZE",203,"CZE",15.3141031019095,49.7324482051891,"CZE","Czech Republic","Europe","Eurasia","Europe","Central Europe","Central Europe","Europe","Europe","REF","Central and Eastern Europe (EEU)","Europe, Central",25,"Europe","other","other","other"
"30545",30545,"Alnus",233349,15,10,NA,NA,100,NA,"EPD default","Radiocarbon years BP",13371,23017,NA,14671,"Maly Podleski",24.016667,49.916667,200,"Fen bog. Surrounding vegetation: Forests.",0,0,"EPD E# 855","Core","PODT","pollen",1024,"Chebotaryova, L. E.","2017-11-20","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","UKR",1,2,"Adm-0 country",254,"Ukraine","UKR",0,2,"Sovereign country","Ukraine","UKR",0,"Ukraine","UKR",0,"Ukraine","UKR","Ukraine","Ukr.","UA",NA,NA,"Ukraine",3,45700395,339800,0,"UA","UKR",804,"UKR",31.3857717497772,48.9980730570884,"UKR","Ukraine","Europe","Eurasia","Europe","Eastern Europe","Ukraine+","FSU","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",25,"Europe","other","other","other"
"30713",30713,"Alnus",407383,2,420,NA,NA,NA,NA,"No chronology",NA,NA,3888,NA,2984,"Lago de Arreo",-2.983333,42.783333,650,"Lake. Physiography: valley of Erbre Rio Ebro. Surrounding vegetation: Quercus forest, agriculture.",0,0,"EPD E# 75","Core","ARREO03","pollen",1195,"Penalba, Maria Cristina","2019-09-17","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","ESP",1,2,"Adm-0 country",233,"Spain","ESP",0,2,"Sovereign country","Spain","ESP",0,"Spain","ESP",0,"Spain","ESP","Spain","Sp.","E","Kingdom of Spain",NA,"Spain",5,40525002,1403000,0,"ES","ESP",724,"ESP",-3.56594395334086,40.4000205188724,"ESP","Spain","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"30732",30732,"Alnus",342354,250,110,NA,NA,NA,NA,"No chronology",NA,NA,41471,NA,23904,"Stuttgart U-Bahn",9.2,48.783333,298,"Travertine, fluviatile clay and silt. Physiography: Graben area. Surrounding vegetation: Urban and cultivated fields.",0,0,"EPD E# 1737","Core","STUTGAUB","pollen",15193,"Frenzel, Burkhard","2019-03-12","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","DEU",1,2,"Adm-0 country",135,"Germany","DEU",0,2,"Sovereign country","Germany","DEU",0,"Germany","DEU",0,"Germany","DEU","Germany","Ger.","D","Federal Republic of Germany",NA,"Germany",1,82329758,2918000,0,"DE","DEU",276,"DEU",10.3708281446481,51.0869722385768,"DEU","Germany","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",16,"Germany","other","other","other"
"30744",30744,"Alnus",413662,15,30,NA,NA,544,NA,"C14 BP","Radiocarbon years BP",30837,46462,NA,26568,"Novoalex peatland",41.039722,55.118056,112,"Peatland. Physiography: Gus' River basin, plain. Surrounding vegetation: pine forests.",0,0,"EPD E# 2329","Core","NOVOALEX","pollen",15623,"Novenko, Elena Yu","2019-10-10","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","RUS",1,2,"Adm-0 country",214,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS","Russia","Rus.","RUS","Russian Federation",NA,"Russia",7,140041247,2266000,0,"RU","RUS",643,"RUS",99.0658127547977,61.6613564597895,"RUS","Russia","Europe","Eurasia","Europe","Eastern Europe","Russia+","Russia","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",3,"Russia","other","other","other"
"30757",30757,"Alnus",449246,77,5.5,NA,-12,-17,-22,"SKOPE","Calibrated radiocarbon years BP",33993,48361,NA,27192,"Sunken Island Lake",-150.88623,60.59302,76,"Kettle lake with two basins (northeast and southwest) separated by a low island that disappears with higher lake levels. A smaller sub-basin lies south of the island. The lake is formed in ice-marginal sands associated with the Moosehorn stadial moraine. It lies in the Kenai lowlands with post-fire successional forest dominated by Betula kenaica, Picea mariana, P. glauca, and Populus tremuloides. Additional trees and shrubs include Alnus viridis subsp. crispa, Populus trichocarpa, Sambucus racemosa, Rosa acicularis, Viburnum edule, Linnaea borealis, Rubus sp., Echinopanax horridum, Ribes sp., and Rhododendron tomentosum. Plants in moist areas around the lake include Salix sp., Myrica gale, Menziesia ferruginea, Spiraea beauverdiana, Betula nana, Streptopus amplexifolius, Lycopodium sp., Equisetum silvaticum, and E. arvense.",0.0219600000000071,0.00903999999999883,NA,"Core","SIL-04","pollen",7,"Anderson, R. Scott","2020-06-19","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"30830",30830,"Alnus",331862,412,625,NA,NA,5660,NA,"C14 BP","Radiocarbon years BP",25326,41230,NA,23797,"Caburn",0.050556,50.857222,6,"Floodplain. Physiography: Chalk valley. Surrounding vegetation: cultivated fields",0,0,"EPD E# 1453","Core","CABURN","pollen",1307,"Waller, Martyn P.","2019-02-13","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","GBR",1,7,"Adm-0 country",28,"United Kingdom","GB1",0,2,"Country","United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","GBR","United Kingdom","U.K.","GB","United Kingdom of Great Britain and Northern Ireland",NA,"United Kingdom",3,61113205,2226000,0,"GB","GBR",826,"GBR",-2.51805776256644,53.9473410569663,"GBR","United Kingdom","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",13,"UK","other","other","other"
"30850",30850,"Alnus",269846,48,65,NA,NA,NA,NA,"No chronology",NA,NA,26574,NA,16718,"Great Swamp (Red Maple Swamp)",-74.425,40.719,90,"Red maple swamp. Vegetation was dominated by Acer rubrum, Vaccinium corymbosum, Carex, and sphagnum covered hummocks.",0.0100000000000051,0.00199999999999534,NA,"Core","REDMAPL","pollen",10344,"Momsen, Jennifer L.","2018-05-03","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"30871",30871,"Alnus",368477,1,50,NA,NA,298,NA,"EPD default","Radiocarbon years BP",26916,4551,NA,3523,"Zsombó Swamp",19.994167,46.361389,92,"Swamp area formed between drift sand dun. Surrounding vegetation: fragments of riparian forest.",0,0,"EPD E# 717","Core","ZS-9","pollen",714,"Nagy-Bodor, Elvira","2019-05-21","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","HUN",1,2,"Adm-0 country",145,"Hungary","HUN",0,2,"Sovereign country","Hungary","HUN",0,"Hungary","HUN",0,"Hungary","HUN","Hungary","Hun.","HU","Republic of Hungary",NA,"Hungary",5,9905596,196600,0,"HU","HUN",348,"HUN",19.3967592674125,47.163243686642,"HUN","Hungary","Europe","Eurasia","Europe","Central Europe","Central Europe","Europe","Europe","REF","Central and Eastern Europe (EEU)","Europe, Central",25,"Europe","other","other","other"
"30880",30880,"Alnus",408964,6,449,NA,NA,12014,NA,"EPD default","Radiocarbon years BP",30584,4084,NA,3140,"Hälsegyl",14.6097,56.5436,142,"Small lake, probably in a kettle hole. Physiography: in hummocky morraine. Surrounding vegetation: mainly spruce.",0,0,"EPD E# 268","Core","HALSEG","pollen",122,"Björck, Svante","2019-09-20","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","SWE",1,2,"Adm-0 country",239,"Sweden","SWE",0,2,"Sovereign country","Sweden","SWE",0,"Sweden","SWE",0,"Sweden","SWE","Sweden","Swe.","S","Kingdom of Sweden",NA,"Sweden",4,9059651,344300,0,"SE","SWE",752,"SWE",16.7423590647659,62.842591553232,"SWE","Sweden","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"30969",30969,"Alnus",376232,15,2,NA,NA,0,NA,"Kvavadze","Radiocarbon years BP",28908,9,NA,9,"Adange",41.333333,43.305556,1750,"Meander of Adange river. Physiography: Fluvial terrace above flood-plain. Surrounding vegetation: Subalpine tall herbaceous vegetation.",0,0,"EPD E# 1","Section","ADANGE","pollen",558,"Kvavadze, Eliso V.","2019-06-18","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","GEO",1,2,"Adm-0 country",134,"Georgia","GEO",0,2,"Sovereign country","Georgia","GEO",0,"Georgia","GEO",0,"Georgia","GEO","Georgia","Geo.","GE",NA,NA,"Georgia",2,4615807,21510,0,"GE","GEO",268,"GEO",43.5076510191411,42.1688164401335,"GEO","Georgia","Europe","Eurasia","Europe","Eastern Europe","Russia+","FSU","Europe","REF","Newly Independent States of FSU (FSU)","Asia, Central",25,"Europe","other","other","other"
"31006",31006,"Alnus",251343,290,5,NA,NA,42,NA,"C14 BP","Radiocarbon years BP",15016,24842,NA,16094,"Carquefou",-1.47694444444444,47.3091666666667,11,"Bog on bank river. Physiography: left bank of Erdre river. Surrounding vegetation: cultivated fields.",0,0,"CARKTRAN","Core","CARKTRAN","pollen",9909,"Cyprien, Anne-Laure","2018-02-21","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"31031",31031,"Alnus",353588,4,475,NA,NA,10666,NA,"EPD default","Radiocarbon years BP",25749,4164,NA,3206,"Kroksjön",15.00843,56.27346,46,"Medium to large sized lake. Physiography: steeply sided hollow in bedrock. Surrounding vegetation: mainly spruce with birch and pine.",0,0,"EPD E# 346","Core","KROKSJON","pollen",122,"Björck, Svante","2019-04-07","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","SWE",1,2,"Adm-0 country",239,"Sweden","SWE",0,2,"Sovereign country","Sweden","SWE",0,"Sweden","SWE",0,"Sweden","SWE","Sweden","Swe.","S","Kingdom of Sweden",NA,"Sweden",4,9059651,344300,0,"SE","SWE",752,"SWE",16.7423590647659,62.842591553232,"SWE","Sweden","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"31064",31064,"Alnus",53030,18,480,NA,NA,10342,NA,"PALE 1","Radiocarbon years BP",1265,2649,NA,2558,"Tolmachevsko-Krivodanovskii Peat",84,55,110,"Exposure in river terrace + terrace core. Physiography: river valley.",0,0,NA,"Composite","TOLMACH","pollen",890,"Volkova, V. S.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","RUS",1,2,"Adm-0 country",214,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS","Russia","Rus.","RUS","Russian Federation",NA,"Russia",7,140041247,2266000,0,"RU","RUS",643,"RUS",99.0658127547977,61.6613564597895,"RUS","Russia","Europe","Eurasia","Europe","Eastern Europe","Russia+","Russia","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",3,"Russia","other","other","other"
"31139",31139,"Alnus",43056,3,0,NA,NA,0,NA,"NAPD 2 (radiocarbon years)","Radiocarbon years BP",1027,2026,NA,1956,"Rapid Lake",-109.193889,42.728889,3134,"Subalpine lake w/ inlet and outlet streams. Physiography: glaciated mountains. Surrounding vegetation: Pinus albicaulis, Salix, sedges, grasses.",0,0,NA,"Core","RAPID","pollen",237,"Fall, Patricia Lynn","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"31202",31202,"Alnus",138212,60,54.5,NA,7918,7166,6601,"Neotoma 1","Calibrated radiocarbon years BP",8088,15189,NA,10102,"Xindi Lake",-152.491385,67.111235,240,"Physiography: Foothills of the south central Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus.",0.00817000000000689,0.0048100000000062,NA,"Core","XINDI","pollen",118,"Anderson, Patricia M.","2015-01-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
